hand,bankroll,session
30,450.0,40
31,400.0,40
32,400.0,40
33,300.0,40
34,250.0,40
35,300.0,40
36,250.0,40
37,325.0,40
38,275.0,40
39,250.0,40
40,300.0,40
41,250.0,40
42,200.0,40
43,150.0,40
44,100.0,40
45,50.0,40
46,0.0,40
0,400.0,41
1,450.0,41
2,400.0,41
3,400.0,41
4,400.0,41
5,500.0,41
6,450.0,41
7,450.0,41
8,425.0,41
9,325.0,41
10,325.0,41
11,375.0,41
12,425.0,41
13,475.0,41
14,525.0,41
15,475.0,41
16,475.0,41
17,425.0,41
18,475.0,41
19,425.0,41
20,375.0,41
21,350.0,41
22,200.0,41
23,100.0,41
24,150.0,41
25,125.0,41
26,75.0,41
27,125.0,41
28,175.0,41
29,275.0,41
30,375.0,41
31,325.0,41
32,525.0,41
33,575.0,41
34,625.0,41
35,575.0,41
36,475.0,41
37,425.0,41
38,425.0,41
39,375.0,41
40,375.0,41
41,425.0,41
42,475.0,41
43,450.0,41
44,550.0,41
45,500.0,41
46,450.0,41
47,425.0,41
48,475.0,41
49,425.0,41
50,375.0,41
51,425.0,41
52,375.0,41
53,425.0,41
54,375.0,41
55,375.0,41
56,325.0,41
57,300.0,41
58,350.0,41
59,400.0,41
60,350.0,41
61,300.0,41
62,200.0,41
63,250.0,41
64,200.0,41
65,150.0,41
66,150.0,41
67,200.0,41
68,250.0,41
69,250.0,41
70,200.0,41
71,150.0,41
72,200.0,41
73,200.0,41
74,350.0,41
75,550.0,41
76,600.0,41
77,550.0,41
78,500.0,41
79,450.0,41
80,400.0,41
81,350.0,41
82,400.0,41
83,350.0,41
84,400.0,41
85,350.0,41
86,350.0,41
87,300.0,41
88,250.0,41
89,300.0,41
90,350.0,41
91,400.0,41
92,350.0,41
93,400.0,41
94,300.0,41
95,200.0,41
96,150.0,41
97,150.0,41
98,250.0,41
99,300.0,41
100,250.0,41
101,250.0,41
102,200.0,41
103,150.0,41
104,200.0,41
105,175.0,41
106,225.0,41
107,275.0,41
108,175.0,41
109,225.0,41
110,225.0,41
111,200.0,41
112,250.0,41
113,200.0,41
114,250.0,41
115,250.0,41
116,300.0,41
117,350.0,41
118,400.0,41
119,450.0,41
120,400.0,41
121,350.0,41
122,300.0,41
123,350.0,41
124,400.0,41
125,350.0,41
126,400.0,41
127,350.0,41
128,400.0,41
129,475.0,41
130,525.0,41
131,575.0,41
132,625.0,41
133,575.0,41
134,625.0,41
135,675.0,41
136,725.0,41
137,775.0,41
138,725.0,41
139,775.0,41
140,725.0,41
141,825.0,41
0,400.0,42
1,475.0,42
2,525.0,42
3,475.0,42
4,525.0,42
5,525.0,42
6,500.0,42
7,450.0,42
8,550.0,42
9,600.0,42
10,575.0,42
11,525.0,42
12,575.0,42
13,525.0,42
14,575.0,42
15,525.0,42
16,475.0,42
17,425.0,42
18,500.0,42
19,550.0,42
20,500.0,42
21,500.0,42
22,550.0,42
23,500.0,42
24,550.0,42
25,500.0,42
26,450.0,42
27,500.0,42
28,575.0,42
29,525.0,42
30,475.0,42
31,525.0,42
32,425.0,42
33,375.0,42
34,425.0,42
35,475.0,42
36,475.0,42
37,525.0,42
38,575.0,42
39,575.0,42
40,675.0,42
41,675.0,42
42,625.0,42
43,675.0,42
44,625.0,42
45,575.0,42
46,525.0,42
47,575.0,42
48,525.0,42
49,625.0,42
50,575.0,42
51,625.0,42
52,725.0,42
53,700.0,42
54,750.0,42
55,800.0,42
0,400.0,43
1,550.0,43
2,650.0,43
3,550.0,43
4,525.0,43
5,575.0,43
6,525.0,43
7,625.0,43
8,575.0,43
9,625.0,43
10,675.0,43
11,725.0,43
12,775.0,43
13,875.0,43
0,400.0,44
1,450.0,44
2,350.0,44
3,400.0,44
4,450.0,44
5,400.0,44
6,350.0,44
7,400.0,44
8,350.0,44
9,300.0,44
10,350.0,44
11,300.0,44
12,300.0,44
13,350.0,44
14,300.0,44
15,400.0,44
16,450.0,44
17,500.0,44
18,450.0,44
19,525.0,44
20,425.0,44
21,425.0,44
22,475.0,44
23,375.0,44
24,325.0,44
25,375.0,44
26,325.0,44
27,425.0,44
28,400.0,44
29,450.0,44
30,400.0,44
31,475.0,44
32,425.0,44
33,375.0,44
34,425.0,44
35,375.0,44
36,325.0,44
37,275.0,44
38,350.0,44
39,400.0,44
40,350.0,44
41,400.0,44
42,450.0,44
43,400.0,44
44,350.0,44
45,450.0,44
46,500.0,44
47,450.0,44
48,425.0,44
49,375.0,44
50,425.0,44
51,400.0,44
52,450.0,44
53,400.0,44
54,350.0,44
55,300.0,44
56,300.0,44
57,400.0,44
58,350.0,44
59,400.0,44
60,375.0,44
61,425.0,44
62,375.0,44
63,450.0,44
64,550.0,44
65,600.0,44
66,650.0,44
67,700.0,44
68,750.0,44
69,750.0,44
70,650.0,44
71,600.0,44
72,550.0,44
73,500.0,44
74,450.0,44
75,500.0,44
76,600.0,44
77,575.0,44
78,525.0,44
79,475.0,44
80,450.0,44
81,450.0,44
82,425.0,44
83,475.0,44
84,525.0,44
85,575.0,44
86,525.0,44
87,575.0,44
88,625.0,44
89,575.0,44
90,650.0,44
91,700.0,44
92,675.0,44
93,625.0,44
94,575.0,44
95,575.0,44
96,525.0,44
97,575.0,44
98,525.0,44
99,425.0,44
100,425.0,44
101,375.0,44
102,450.0,44
103,450.0,44
104,500.0,44
105,450.0,44
106,450.0,44
107,400.0,44
108,350.0,44
109,300.0,44
110,250.0,44
111,250.0,44
112,200.0,44
113,250.0,44
114,250.0,44
115,300.0,44
116,275.0,44
117,225.0,44
118,175.0,44
119,125.0,44
120,175.0,44
121,125.0,44
122,175.0,44
123,275.0,44
124,225.0,44
125,175.0,44
126,225.0,44
127,275.0,44
128,325.0,44
129,275.0,44
130,275.0,44
131,325.0,44
132,275.0,44
133,325.0,44
134,425.0,44
135,375.0,44
136,325.0,44
137,275.0,44
138,225.0,44
139,175.0,44
140,125.0,44
141,125.0,44
142,175.0,44
143,75.0,44
144,25.0,44
145,50.0,44
146,50.0,44
147,100.0,44
148,150.0,44
149,100.0,44
150,50.0,44
151,0.0,44
0,400.0,45
1,350.0,45
2,400.0,45
3,350.0,45
4,450.0,45
5,400.0,45
6,450.0,45
7,500.0,45
8,450.0,45
9,550.0,45
10,500.0,45
11,500.0,45
12,550.0,45
13,500.0,45
14,450.0,45
15,400.0,45
16,300.0,45
17,400.0,45
18,350.0,45
19,300.0,45
20,400.0,45
21,450.0,45
22,400.0,45
23,350.0,45
24,300.0,45
25,350.0,45
26,300.0,45
27,250.0,45
28,200.0,45
29,200.0,45
30,150.0,45
31,100.0,45
32,50.0,45
33,0.0,45
0,400.0,46
1,375.0,46
2,325.0,46
3,275.0,46
4,225.0,46
5,175.0,46
6,225.0,46
7,125.0,46
8,25.0,46
9,50.0,46
10,25.0,46
11,50.0,46
12,0.0,46
0,400.0,47
1,300.0,47
2,250.0,47
3,300.0,47
4,300.0,47
5,375.0,47
6,275.0,47
7,275.0,47
8,250.0,47
9,300.0,47
10,250.0,47
11,300.0,47
12,375.0,47
13,275.0,47
14,225.0,47
15,275.0,47
16,325.0,47
17,325.0,47
18,375.0,47
19,350.0,47
20,400.0,47
21,500.0,47
22,500.0,47
23,550.0,47
24,550.0,47
25,525.0,47
26,475.0,47
27,425.0,47
28,375.0,47
29,325.0,47
30,425.0,47
31,375.0,47
32,325.0,47
33,275.0,47
34,225.0,47
35,175.0,47
36,150.0,47
37,100.0,47
38,0.0,47
0,400.0,48
1,350.0,48
2,400.0,48
3,350.0,48
4,400.0,48
5,450.0,48
6,500.0,48
7,550.0,48
8,650.0,48
9,600.0,48
10,550.0,48
11,500.0,48
12,475.0,48
13,450.0,48
14,425.0,48
15,375.0,48
16,425.0,48
17,475.0,48
18,425.0,48
19,375.0,48
20,425.0,48
21,325.0,48
22,300.0,48
23,250.0,48
24,200.0,48
25,150.0,48
26,100.0,48
27,50.0,48
28,0.0,48
0,400.0,49
1,375.0,49
2,375.0,49
3,425.0,49
4,475.0,49
5,425.0,49
6,525.0,49
7,600.0,49
8,550.0,49
9,500.0,49
10,550.0,49
11,600.0,49
12,550.0,49
13,650.0,49
14,650.0,49
15,700.0,49
16,650.0,49
17,725.0,49
18,775.0,49
19,825.0,49
0,400.0,50
1,500.0,50
2,575.0,50
3,625.0,50
4,675.0,50
5,675.0,50
6,725.0,50
7,675.0,50
8,725.0,50
9,775.0,50
10,775.0,50
11,725.0,50
12,675.0,50
13,725.0,50
14,775.0,50
15,825.0,50
0,400.0,51
1,350.0,51
2,300.0,51
3,350.0,51
4,300.0,51
5,300.0,51
6,350.0,51
7,300.0,51
8,350.0,51
9,400.0,51
10,450.0,51
11,400.0,51
12,400.0,51
13,350.0,51
14,400.0,51
15,450.0,51
16,500.0,51
17,550.0,51
18,500.0,51
19,500.0,51
20,550.0,51
21,525.0,51
22,475.0,51
23,425.0,51
24,475.0,51
25,425.0,51
26,475.0,51
27,525.0,51
28,575.0,51
29,625.0,51
30,700.0,51
31,675.0,51
32,625.0,51
33,625.0,51
34,525.0,51
35,475.0,51
36,475.0,51
37,525.0,51
38,575.0,51
39,625.0,51
40,675.0,51
41,725.0,51
42,675.0,51
43,625.0,51
44,675.0,51
45,625.0,51
46,575.0,51
47,625.0,51
48,675.0,51
49,775.0,51
50,725.0,51
51,675.0,51
52,675.0,51
53,625.0,51
54,575.0,51
55,625.0,51
56,575.0,51
57,650.0,51
58,600.0,51
59,650.0,51
60,700.0,51
61,775.0,51
62,750.0,51
63,800.0,51
0,400.0,52
1,450.0,52
2,400.0,52
3,300.0,52
4,250.0,52
5,250.0,52
6,200.0,52
7,250.0,52
8,300.0,52
9,350.0,52
10,325.0,52
11,275.0,52
12,250.0,52
13,200.0,52
14,150.0,52
15,100.0,52
16,150.0,52
17,50.0,52
18,0.0,52
0,400.0,53
1,450.0,53
2,450.0,53
3,500.0,53
4,450.0,53
5,400.0,53
6,375.0,53
7,325.0,53
8,375.0,53
9,275.0,53
10,225.0,53
11,200.0,53
12,250.0,53
13,200.0,53
14,250.0,53
15,250.0,53
16,150.0,53
17,150.0,53
18,200.0,53
19,250.0,53
20,150.0,53
21,100.0,53
22,150.0,53
23,200.0,53
24,200.0,53
25,250.0,53
26,300.0,53
27,350.0,53
28,400.0,53
29,350.0,53
30,300.0,53
31,250.0,53
32,300.0,53
33,350.0,53
34,300.0,53
35,350.0,53
36,350.0,53
37,425.0,53
38,425.0,53
39,475.0,53
40,525.0,53
41,575.0,53
42,525.0,53
43,475.0,53
44,425.0,53
45,375.0,53
46,325.0,53
47,275.0,53
48,225.0,53
49,275.0,53
50,225.0,53
51,300.0,53
52,300.0,53
53,250.0,53
54,325.0,53
55,425.0,53
56,375.0,53
57,350.0,53
58,300.0,53
59,350.0,53
60,300.0,53
61,275.0,53
62,325.0,53
63,275.0,53
64,325.0,53
65,375.0,53
66,475.0,53
67,425.0,53
68,475.0,53
69,425.0,53
70,375.0,53
71,325.0,53
72,275.0,53
73,325.0,53
74,225.0,53
75,275.0,53
76,225.0,53
77,275.0,53
78,225.0,53
79,300.0,53
80,250.0,53
81,300.0,53
82,275.0,53
83,275.0,53
84,225.0,53
85,325.0,53
86,300.0,53
87,250.0,53
88,200.0,53
89,250.0,53
90,350.0,53
91,450.0,53
92,500.0,53
93,450.0,53
94,500.0,53
95,550.0,53
96,500.0,53
97,550.0,53
98,500.0,53
99,550.0,53
100,500.0,53
101,450.0,53
102,400.0,53
103,350.0,53
104,400.0,53
105,500.0,53
106,450.0,53
107,400.0,53
108,350.0,53
109,400.0,53
110,350.0,53
111,300.0,53
112,250.0,53
113,300.0,53
114,325.0,53
115,375.0,53
116,375.0,53
117,450.0,53
118,500.0,53
119,450.0,53
120,400.0,53
121,375.0,53
122,325.0,53
123,275.0,53
124,325.0,53
125,375.0,53
126,325.0,53
127,275.0,53
128,325.0,53
129,275.0,53
130,275.0,53
131,325.0,53
132,275.0,53
133,225.0,53
134,175.0,53
135,125.0,53
136,175.0,53
137,125.0,53
138,175.0,53
139,75.0,53
140,50.0,53
141,0.0,53
0,400.0,54
1,500.0,54
2,450.0,54
3,500.0,54
4,550.0,54
5,450.0,54
6,400.0,54
7,450.0,54
8,450.0,54
9,400.0,54
10,350.0,54
11,300.0,54
12,250.0,54
13,300.0,54
14,400.0,54
15,450.0,54
16,500.0,54
17,450.0,54
18,500.0,54
19,550.0,54
20,625.0,54
21,600.0,54
22,550.0,54
23,500.0,54
24,450.0,54
25,450.0,54
26,425.0,54
27,475.0,54
28,425.0,54
29,325.0,54
30,375.0,54
31,325.0,54
32,325.0,54
33,375.0,54
34,375.0,54
35,375.0,54
36,425.0,54
37,375.0,54
38,325.0,54
39,300.0,54
40,300.0,54
41,250.0,54
42,200.0,54
43,150.0,54
44,200.0,54
45,150.0,54
46,150.0,54
47,200.0,54
48,150.0,54
49,200.0,54
50,150.0,54
51,100.0,54
52,50.0,54
53,0.0,54
0,400.0,55
1,450.0,55
2,400.0,55
3,350.0,55
4,300.0,55
5,250.0,55
6,250.0,55
7,200.0,55
8,200.0,55
9,150.0,55
10,200.0,55
11,150.0,55
12,100.0,55
13,50.0,55
14,100.0,55
15,50.0,55
16,125.0,55
17,100.0,55
18,50.0,55
19,25.0,55
20,0.0,55
0,400.0,56
1,450.0,56
2,525.0,56
3,475.0,56
4,550.0,56
5,600.0,56
6,700.0,56
7,650.0,56
8,625.0,56
9,575.0,56
10,525.0,56
11,475.0,56
12,525.0,56
13,575.0,56
14,625.0,56
15,575.0,56
16,625.0,56
17,575.0,56
18,550.0,56
19,500.0,56
20,450.0,56
21,400.0,56
22,325.0,56
23,275.0,56
24,225.0,56
25,175.0,56
26,125.0,56
27,75.0,56
28,150.0,56
29,250.0,56
30,300.0,56
31,250.0,56
32,250.0,56
33,300.0,56
34,350.0,56
35,400.0,56
36,350.0,56
37,300.0,56
38,350.0,56
39,350.0,56
40,400.0,56
41,500.0,56
42,550.0,56
43,500.0,56
44,550.0,56
45,600.0,56
46,650.0,56
47,600.0,56
48,600.0,56
49,650.0,56
50,700.0,56
51,750.0,56
52,800.0,56
0,400.0,57
1,375.0,57
2,350.0,57
3,250.0,57
4,200.0,57
5,150.0,57
6,150.0,57
7,200.0,57
8,150.0,57
9,150.0,57
10,100.0,57
11,50.0,57
12,0.0,57
0,400.0,58
1,450.0,58
2,400.0,58
3,450.0,58
4,500.0,58
5,450.0,58
6,500.0,58
7,550.0,58
8,500.0,58
9,500.0,58
10,550.0,58
11,500.0,58
12,400.0,58
13,450.0,58
14,500.0,58
15,450.0,58
16,400.0,58
17,450.0,58
18,450.0,58
19,400.0,58
20,450.0,58
21,425.0,58
22,375.0,58
23,325.0,58
24,275.0,58
25,325.0,58
26,325.0,58
27,375.0,58
28,425.0,58
29,375.0,58
30,425.0,58
31,325.0,58
32,375.0,58
33,425.0,58
34,525.0,58
35,575.0,58
36,675.0,58
37,750.0,58
38,700.0,58
39,650.0,58
40,600.0,58
41,650.0,58
42,700.0,58
43,650.0,58
44,500.0,58
45,550.0,58
46,500.0,58
47,450.0,58
48,450.0,58
49,500.0,58
50,550.0,58
51,650.0,58
52,600.0,58
53,500.0,58
54,550.0,58
55,450.0,58
56,500.0,58
57,475.0,58
58,475.0,58
59,525.0,58
60,475.0,58
61,475.0,58
62,425.0,58
63,475.0,58
64,425.0,58
65,525.0,58
66,500.0,58
67,500.0,58
68,475.0,58
69,425.0,58
70,475.0,58
71,425.0,58
72,375.0,58
73,325.0,58
74,325.0,58
75,275.0,58
76,325.0,58
77,225.0,58
78,125.0,58
79,175.0,58
80,275.0,58
81,275.0,58
82,375.0,58
83,350.0,58
84,250.0,58
85,200.0,58
86,300.0,58
87,350.0,58
88,400.0,58
89,650.0,58
90,600.0,58
91,650.0,58
92,700.0,58
93,650.0,58
94,700.0,58
95,775.0,58
96,825.0,58
0,400.0,59
1,450.0,59
2,500.0,59
3,450.0,59
4,400.0,59
5,350.0,59
6,300.0,59
7,350.0,59
8,450.0,59
9,550.0,59
10,600.0,59
11,550.0,59
12,500.0,59
13,475.0,59
14,425.0,59
15,475.0,59
16,425.0,59
17,375.0,59
18,325.0,59
19,275.0,59
20,325.0,59
21,275.0,59
22,225.0,59
23,175.0,59
24,225.0,59
25,325.0,59
26,375.0,59
27,425.0,59
28,375.0,59
29,425.0,59
30,475.0,59
31,525.0,59
32,575.0,59
33,625.0,59
34,675.0,59
35,725.0,59
36,775.0,59
37,875.0,59
0,400.0,60
1,350.0,60
2,400.0,60
3,450.0,60
4,425.0,60
5,425.0,60
6,375.0,60
7,325.0,60
8,325.0,60
9,275.0,60
10,225.0,60
11,125.0,60
12,175.0,60
13,175.0,60
14,150.0,60
15,50.0,60
16,0.0,60
0,400.0,61
1,350.0,61
2,400.0,61
3,450.0,61
4,500.0,61
5,475.0,61
6,525.0,61
7,500.0,61
8,575.0,61
9,675.0,61
10,625.0,61
11,700.0,61
12,750.0,61
13,650.0,61
14,600.0,61
15,650.0,61
16,725.0,61
17,775.0,61
18,675.0,61
19,725.0,61
20,675.0,61
21,625.0,61
22,700.0,61
23,675.0,61
24,775.0,61
25,725.0,61
26,625.0,61
27,675.0,61
28,650.0,61
29,600.0,61
30,650.0,61
31,650.0,61
32,600.0,61
33,550.0,61
34,600.0,61
35,550.0,61
36,500.0,61
37,450.0,61
38,500.0,61
39,600.0,61
40,650.0,61
41,550.0,61
42,500.0,61
43,450.0,61
44,350.0,61
45,350.0,61
46,300.0,61
47,250.0,61
48,350.0,61
49,300.0,61
50,250.0,61
51,200.0,61
52,250.0,61
53,200.0,61
54,150.0,61
55,100.0,61
56,50.0,61
57,0.0,61
0,400.0,62
1,350.0,62
2,400.0,62
3,450.0,62
4,550.0,62
5,600.0,62
6,550.0,62
7,600.0,62
8,500.0,62
9,450.0,62
10,500.0,62
11,450.0,62
12,400.0,62
13,450.0,62
14,400.0,62
15,400.0,62
16,500.0,62
17,550.0,62
18,600.0,62
19,575.0,62
20,525.0,62
21,475.0,62
22,425.0,62
23,375.0,62
24,325.0,62
25,400.0,62
26,400.0,62
27,450.0,62
28,400.0,62
29,375.0,62
30,425.0,62
31,375.0,62
32,325.0,62
33,425.0,62
34,375.0,62
35,325.0,62
36,225.0,62
37,175.0,62
38,225.0,62
39,175.0,62
40,75.0,62
41,125.0,62
42,75.0,62
43,25.0,62
44,50.0,62
45,0.0,62
0,400.0,63
1,475.0,63
2,425.0,63
3,375.0,63
4,325.0,63
5,375.0,63
6,425.0,63
7,375.0,63
8,325.0,63
9,400.0,63
10,350.0,63
11,450.0,63
12,500.0,63
13,500.0,63
14,550.0,63
15,650.0,63
16,600.0,63
17,550.0,63
18,600.0,63
19,550.0,63
20,650.0,63
21,625.0,63
22,675.0,63
23,725.0,63
24,675.0,63
25,625.0,63
26,525.0,63
27,575.0,63
28,675.0,63
29,775.0,63
30,725.0,63
31,775.0,63
32,825.0,63
0,400.0,64
1,450.0,64
2,400.0,64
3,350.0,64
4,325.0,64
5,400.0,64
6,450.0,64
7,400.0,64
8,300.0,64
9,250.0,64
10,200.0,64
11,250.0,64
12,200.0,64
13,150.0,64
14,200.0,64
15,250.0,64
16,150.0,64
17,100.0,64
18,150.0,64
19,100.0,64
20,50.0,64
21,100.0,64
22,150.0,64
23,50.0,64
24,0.0,64
0,400.0,65
1,350.0,65
2,300.0,65
3,250.0,65
4,225.0,65
5,125.0,65
6,75.0,65
7,125.0,65
8,175.0,65
9,125.0,65
10,125.0,65
11,75.0,65
12,125.0,65
13,175.0,65
14,125.0,65
15,175.0,65
16,225.0,65
17,175.0,65
18,125.0,65
19,75.0,65
20,125.0,65
21,75.0,65
22,50.0,65
23,0.0,65
0,400.0,66
1,350.0,66
2,400.0,66
3,450.0,66
4,350.0,66
5,300.0,66
6,300.0,66
7,350.0,66
8,400.0,66
9,500.0,66
10,550.0,66
11,500.0,66
12,500.0,66
13,550.0,66
14,500.0,66
15,550.0,66
16,600.0,66
17,500.0,66
18,550.0,66
19,450.0,66
20,450.0,66
21,400.0,66
22,350.0,66
23,400.0,66
24,350.0,66
25,300.0,66
26,350.0,66
27,250.0,66
28,150.0,66
29,125.0,66
30,200.0,66
31,250.0,66
32,300.0,66
33,250.0,66
34,225.0,66
35,175.0,66
36,125.0,66
37,175.0,66
38,175.0,66
39,125.0,66
40,175.0,66
41,150.0,66
42,100.0,66
43,50.0,66
44,0.0,66
0,400.0,67
1,450.0,67
2,400.0,67
3,350.0,67
4,300.0,67
5,250.0,67
6,300.0,67
7,350.0,67
8,450.0,67
9,400.0,67
10,450.0,67
11,400.0,67
12,450.0,67
13,500.0,67
14,500.0,67
15,500.0,67
16,450.0,67
17,400.0,67
18,450.0,67
19,400.0,67
20,450.0,67
21,500.0,67
22,450.0,67
23,500.0,67
24,400.0,67
25,400.0,67
26,500.0,67
27,450.0,67
28,400.0,67
29,400.0,67
30,450.0,67
31,400.0,67
32,300.0,67
33,250.0,67
34,300.0,67
35,350.0,67
36,300.0,67
37,250.0,67
38,250.0,67
39,300.0,67
40,250.0,67
41,250.0,67
42,200.0,67
43,150.0,67
44,200.0,67
45,150.0,67
46,100.0,67
47,50.0,67
48,100.0,67
49,150.0,67
50,50.0,67
51,0.0,67
0,400.0,68
1,350.0,68
2,450.0,68
3,400.0,68
4,475.0,68
5,575.0,68
6,525.0,68
7,475.0,68
8,525.0,68
9,575.0,68
10,625.0,68
11,600.0,68
12,675.0,68
13,650.0,68
14,600.0,68
15,550.0,68
16,500.0,68
17,450.0,68
18,425.0,68
19,475.0,68
20,450.0,68
21,400.0,68
22,450.0,68
23,500.0,68
24,650.0,68
25,700.0,68
26,650.0,68
27,550.0,68
28,500.0,68
29,475.0,68
30,450.0,68
31,550.0,68
32,600.0,68
33,500.0,68
34,450.0,68
35,400.0,68
36,450.0,68
37,400.0,68
38,450.0,68
39,450.0,68
40,400.0,68
41,350.0,68
42,300.0,68
43,200.0,68
44,250.0,68
45,200.0,68
46,175.0,68
47,175.0,68
48,125.0,68
49,225.0,68
50,275.0,68
51,325.0,68
52,275.0,68
53,275.0,68
54,225.0,68
55,175.0,68
56,125.0,68
57,125.0,68
58,225.0,68
59,225.0,68
60,175.0,68
61,275.0,68
62,225.0,68
63,175.0,68
64,225.0,68
65,175.0,68
66,225.0,68
67,225.0,68
68,175.0,68
69,225.0,68
70,275.0,68
71,325.0,68
72,325.0,68
73,375.0,68
74,425.0,68
75,375.0,68
76,425.0,68
77,325.0,68
78,275.0,68
79,225.0,68
80,275.0,68
81,225.0,68
82,125.0,68
83,175.0,68
84,125.0,68
85,25.0,68
86,25.0,68
87,62.5,68
88,12.5,68
89,0.0,68
0,400.0,69
1,350.0,69
2,325.0,69
3,375.0,69
4,525.0,69
5,425.0,69
6,375.0,69
7,325.0,69
8,275.0,69
9,225.0,69
10,300.0,69
11,300.0,69
12,350.0,69
13,425.0,69
14,375.0,69
15,425.0,69
16,400.0,69
17,350.0,69
18,400.0,69
19,350.0,69
20,350.0,69
21,300.0,69
22,350.0,69
23,400.0,69
24,450.0,69
25,400.0,69
26,450.0,69
27,400.0,69
28,450.0,69
29,425.0,69
30,375.0,69
31,425.0,69
32,375.0,69
33,425.0,69
34,475.0,69
35,475.0,69
36,525.0,69
37,475.0,69
38,425.0,69
39,375.0,69
40,325.0,69
41,375.0,69
42,425.0,69
43,375.0,69
44,325.0,69
45,275.0,69
46,375.0,69
47,275.0,69
48,275.0,69
49,225.0,69
50,175.0,69
51,150.0,69
52,200.0,69
53,250.0,69
54,200.0,69
55,200.0,69
56,300.0,69
57,400.0,69
58,350.0,69
59,400.0,69
60,500.0,69
61,450.0,69
62,400.0,69
63,375.0,69
64,425.0,69
65,575.0,69
66,625.0,69
67,675.0,69
68,650.0,69
69,650.0,69
70,600.0,69
71,550.0,69
72,600.0,69
73,700.0,69
74,750.0,69
75,800.0,69
0,400.0,70
1,450.0,70
2,450.0,70
3,450.0,70
4,500.0,70
5,550.0,70
6,550.0,70
7,600.0,70
8,550.0,70
9,550.0,70
10,500.0,70
11,550.0,70
12,650.0,70
13,625.0,70
14,575.0,70
15,625.0,70
16,725.0,70
17,725.0,70
18,775.0,70
19,725.0,70
20,775.0,70
21,825.0,70
0,400.0,71
1,400.0,71
2,475.0,71
3,525.0,71
4,575.0,71
5,625.0,71
6,575.0,71
7,625.0,71
8,675.0,71
9,725.0,71
10,775.0,71
11,675.0,71
12,625.0,71
13,725.0,71
14,675.0,71
15,725.0,71
16,625.0,71
17,575.0,71
18,625.0,71
19,675.0,71
20,575.0,71
21,725.0,71
22,775.0,71
23,725.0,71
24,675.0,71
25,725.0,71
26,775.0,71
27,725.0,71
28,675.0,71
29,675.0,71
30,725.0,71
31,675.0,71
32,675.0,71
33,725.0,71
34,675.0,71
35,650.0,71
36,700.0,71
37,750.0,71
38,850.0,71
0,400.0,72
1,350.0,72
2,450.0,72
3,400.0,72
4,450.0,72
5,250.0,72
6,225.0,72
7,175.0,72
8,175.0,72
9,150.0,72
10,100.0,72
11,0.0,72
0,400.0,73
1,450.0,73
2,500.0,73
3,450.0,73
4,500.0,73
5,450.0,73
6,350.0,73
7,425.0,73
8,425.0,73
9,475.0,73
10,575.0,73
11,625.0,73
12,625.0,73
13,725.0,73
14,775.0,73
15,875.0,73
0,400.0,74
1,350.0,74
2,450.0,74
3,525.0,74
4,625.0,74
5,675.0,74
6,625.0,74
7,675.0,74
8,650.0,74
9,700.0,74
10,650.0,74
11,700.0,74
12,650.0,74
13,600.0,74
14,650.0,74
15,600.0,74
16,600.0,74
17,650.0,74
18,700.0,74
19,750.0,74
20,700.0,74
21,750.0,74
22,800.0,74
0,400.0,75
1,350.0,75
2,350.0,75
3,325.0,75
4,375.0,75
5,325.0,75
6,275.0,75
7,225.0,75
8,175.0,75
9,225.0,75
10,175.0,75
11,225.0,75
12,175.0,75
13,125.0,75
14,75.0,75
15,25.0,75
16,50.0,75
17,100.0,75
18,0.0,75
0,400.0,76
1,450.0,76
2,500.0,76
3,450.0,76
4,500.0,76
5,600.0,76
6,600.0,76
7,550.0,76
8,500.0,76
9,550.0,76
10,600.0,76
11,550.0,76
12,550.0,76
13,525.0,76
14,575.0,76
15,525.0,76
16,575.0,76
17,625.0,76
18,675.0,76
19,625.0,76
20,575.0,76
21,475.0,76
22,450.0,76
23,400.0,76
24,350.0,76
25,400.0,76
26,300.0,76
27,250.0,76
28,150.0,76
29,100.0,76
30,50.0,76
31,0.0,76
0,400.0,77
1,350.0,77
2,400.0,77
3,400.0,77
4,350.0,77
5,200.0,77
6,150.0,77
7,100.0,77
8,50.0,77
9,0.0,77
0,400.0,78
1,450.0,78
2,400.0,78
3,350.0,78
4,350.0,78
5,350.0,78
6,400.0,78
7,375.0,78
8,275.0,78
9,225.0,78
10,225.0,78
11,125.0,78
12,175.0,78
13,225.0,78
14,175.0,78
15,225.0,78
16,275.0,78
17,325.0,78
18,275.0,78
19,325.0,78
20,375.0,78
21,350.0,78
22,325.0,78
23,275.0,78
24,325.0,78
25,375.0,78
26,425.0,78
27,475.0,78
28,525.0,78
29,475.0,78
30,425.0,78
31,475.0,78
32,375.0,78
33,325.0,78
34,275.0,78
35,175.0,78
36,225.0,78
37,225.0,78
38,275.0,78
39,225.0,78
40,275.0,78
41,225.0,78
42,275.0,78
43,225.0,78
44,125.0,78
45,175.0,78
46,225.0,78
47,200.0,78
48,175.0,78
49,125.0,78
50,175.0,78
51,125.0,78
52,75.0,78
53,25.0,78
54,0.0,78
0,400.0,79
1,350.0,79
2,300.0,79
3,250.0,79
4,250.0,79
5,225.0,79
6,200.0,79
7,200.0,79
8,150.0,79
9,200.0,79
10,150.0,79
11,100.0,79
12,50.0,79
13,100.0,79
14,50.0,79
15,0.0,79
0,400.0,80
1,350.0,80
2,300.0,80
3,250.0,80
4,250.0,80
